2026-05-19 15:30:34 | INFO | Found 14 book file(s) in C:\Users\Krish\Downloads\llm_continued_pretraining\books_articles
2026-05-19 15:33:09 | WARNING | OCR failed on page 117: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:09 | DEBUG | Page 118: quality=0.00, falling back to OCR
2026-05-19 15:33:10 | WARNING | OCR failed on page 118: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:10 | DEBUG | Page 119: quality=0.00, falling back to OCR
2026-05-19 15:33:10 | WARNING | OCR failed on page 119: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:10 | DEBUG | Page 120: quality=0.00, falling back to OCR
2026-05-19 15:33:11 | WARNING | OCR failed on page 120: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:11 | DEBUG | Page 121: quality=0.00, falling back to OCR
2026-05-19 15:33:12 | WARNING | OCR failed on page 121: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:12 | DEBUG | Page 122: quality=0.00, falling back to OCR
2026-05-19 15:33:12 | WARNING | OCR failed on page 122: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:12 | DEBUG | Page 123: quality=0.00, falling back to OCR
2026-05-19 15:33:13 | WARNING | OCR failed on page 123: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:13 | DEBUG | Page 124: quality=0.00, falling back to OCR
2026-05-19 15:33:14 | WARNING | OCR failed on page 124: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:14 | DEBUG | Page 125: quality=0.00, falling back to OCR
2026-05-19 15:33:14 | WARNING | OCR failed on page 125: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:14 | DEBUG | Page 126: quality=0.00, falling back to OCR
2026-05-19 15:33:15 | WARNING | OCR failed on page 126: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:15 | DEBUG | Page 127: quality=0.00, falling back to OCR
2026-05-19 15:33:16 | WARNING | OCR failed on page 127: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:16 | DEBUG | Page 128: quality=0.00, falling back to OCR
2026-05-19 15:33:16 | WARNING | OCR failed on page 128: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:16 | DEBUG | Page 129: quality=0.00, falling back to OCR
2026-05-19 15:33:17 | WARNING | OCR failed on page 129: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:17 | DEBUG | Page 130: quality=0.00, falling back to OCR
2026-05-19 15:33:18 | WARNING | OCR failed on page 130: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:18 | DEBUG | Page 131: quality=0.00, falling back to OCR
2026-05-19 15:33:19 | WARNING | OCR failed on page 131: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:19 | INFO |   Saved: CHIVABook1988-1993_2.txt | pages=131 | ocr_pages=0 | words=0 | chapters=0
2026-05-19 15:33:19 | INFO | Extracting: DelfrateR CHIVA article.pdf
2026-05-19 15:33:19 | DEBUG | Removing 2 repeated header/footer lines
2026-05-19 15:33:19 | INFO |   Saved: DelfrateR_CHIVA_article.txt | pages=16 | ocr_pages=0 | words=9,383 | chapters=1
2026-05-19 15:33:19 | INFO | Extracting: PrinciplesofVenousHemodynamicsFranceschiZamboni2009.pdf
2026-05-19 15:33:19 | DEBUG | Page 6: quality=0.00, falling back to OCR
2026-05-19 15:33:19 | WARNING | OCR failed on page 6: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:19 | DEBUG | Page 28: quality=0.00, falling back to OCR
2026-05-19 15:33:20 | WARNING | OCR failed on page 28: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:20 | DEBUG | Page 96: quality=0.00, falling back to OCR
2026-05-19 15:33:21 | WARNING | OCR failed on page 96: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:21 | DEBUG | Page 106: quality=0.00, falling back to OCR
2026-05-19 15:33:21 | WARNING | OCR failed on page 106: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:21 | DEBUG | Page 108: quality=1.00, falling back to OCR
2026-05-19 15:33:22 | WARNING | OCR failed on page 108: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:22 | DEBUG | Page 110: quality=1.00, falling back to OCR
2026-05-19 15:33:23 | WARNING | OCR failed on page 110: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:23 | DEBUG | Page 115: quality=1.00, falling back to OCR
2026-05-19 15:33:24 | WARNING | OCR failed on page 115: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:24 | DEBUG | Page 121: quality=1.00, falling back to OCR
2026-05-19 15:33:25 | WARNING | OCR failed on page 121: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:25 | DEBUG | Page 125: quality=1.00, falling back to OCR
2026-05-19 15:33:25 | WARNING | OCR failed on page 125: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:25 | DEBUG | Page 130: quality=0.00, falling back to OCR
2026-05-19 15:33:26 | WARNING | OCR failed on page 130: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:26 | DEBUG | Page 154: quality=0.00, falling back to OCR
2026-05-19 15:33:27 | WARNING | OCR failed on page 154: tesseract is not installed or it's not in your PATH. See README file for more information.. Using raw native text.
2026-05-19 15:33:27 | DEBUG | Page 167 appears to be an index page – skipping
2026-05-19 15:33:27 | DEBUG | Removing 20 repeated header/footer lines
2026-05-19 15:33:27 | INFO |   Saved: PrinciplesofVenousHemodynamicsFranceschiZamboni2009.txt | pages=195 | ocr_pages=0 | words=50,522 | chapters=60
2026-05-19 15:33:27 | INFO | Extracting: US Lower Extremity Veins_Anatomy and Basic Approach.pdf
2026-05-19 15:33:27 | DEBUG | Removing 4 repeated header/footer lines
2026-05-19 15:33:27 | INFO |   Saved: US_Lower_Extremity_Veins_Anatomy_and_Basic_Approach.txt | pages=11 | ocr_pages=0 | words=4,094 | chapters=0
2026-05-19 15:33:27 | INFO | ============================================================
2026-05-19 15:33:27 | INFO | EXTRACTION COMPLETE
2026-05-19 15:33:27 | INFO |   Processed : 14/14 books
2026-05-19 15:33:27 | INFO |   Failed    : 0 books (see log for details)
2026-05-19 15:33:27 | INFO |   Total words : 1,108,511
2026-05-19 15:33:27 | INFO |   Total chapters : 192
2026-05-19 15:33:27 | INFO |   Output dir : C:\Users\Krish\Downloads\llm_continued_pretraining\data\raw
2026-05-19 15:33:27 | INFO | ============================================================
